case	mut	top	len	rep	method	rf
hard	0.5X	AB|CD	10	39	RAxML-ng	0
hard	0.5X	AB|CD	10	40	RAxML-ng	0
hard	0.5X	AB|CD	10	41	RAxML-ng	0
hard	0.5X	AB|CD	10	42	RAxML-ng	0
hard	0.5X	AB|CD	10	43	RAxML-ng	0
hard	0.5X	AB|CD	10	44	RAxML-ng	0
hard	0.5X	AB|CD	10	45	RAxML-ng	0
hard	0.5X	AB|CD	10	46	RAxML-ng	0
hard	0.5X	AB|CD	10	47	RAxML-ng	0
hard	0.5X	AB|CD	10	48	RAxML-ng	0
hard	0.5X	AB|CD	10	49	RAxML-ng	0
hard	0.5X	AB|CD	10	50	RAxML-ng	0
hard	0.5X	AB|CD	10	51	RAxML-ng	0
hard	0.5X	AB|CD	10	52	RAxML-ng	0
hard	0.5X	AB|CD	10	53	RAxML-ng	0
hard	0.5X	AB|CD	10	54	RAxML-ng	0
hard	0.5X	AB|CD	10	55	RAxML-ng	0
hard	0.5X	AB|CD	10	56	RAxML-ng	0
hard	0.5X	AB|CD	10	57	RAxML-ng	0
hard	0.5X	AB|CD	10	58	RAxML-ng	0
hard	0.5X	AB|CD	10	59	RAxML-ng	0
hard	0.5X	AB|CD	10	60	RAxML-ng	0
hard	0.5X	AB|CD	10	61	RAxML-ng	0
hard	0.5X	AB|CD	10	62	RAxML-ng	0
hard	0.5X	AB|CD	10	63	RAxML-ng	0
hard	0.5X	AB|CD	10	64	RAxML-ng	0
hard	0.5X	AB|CD	10	65	RAxML-ng	0
hard	0.5X	AB|CD	10	66	RAxML-ng	0
hard	0.5X	AB|CD	10	67	RAxML-ng	0
hard	0.5X	AB|CD	10	68	RAxML-ng	0
hard	0.5X	AB|CD	10	69	RAxML-ng	0
hard	0.5X	AB|CD	10	70	RAxML-ng	0
hard	0.5X	AB|CD	10	71	RAxML-ng	0
hard	0.5X	AB|CD	10	72	RAxML-ng	0
hard	0.5X	AB|CD	10	73	RAxML-ng	0
hard	0.5X	AB|CD	10	74	RAxML-ng	0
hard	0.5X	AB|CD	10	75	RAxML-ng	0
hard	0.5X	AB|CD	10	76	RAxML-ng	0
hard	0.5X	AB|CD	10	77	RAxML-ng	0
hard	0.5X	AB|CD	10	78	RAxML-ng	0
hard	0.5X	AB|CD	10	79	RAxML-ng	0
hard	0.5X	AB|CD	10	80	RAxML-ng	0
hard	0.5X	AB|CD	10	81	RAxML-ng	0
hard	0.5X	AB|CD	10	82	RAxML-ng	0
hard	0.5X	AB|CD	10	83	RAxML-ng	0
hard	0.5X	AB|CD	10	84	RAxML-ng	0
hard	0.5X	AB|CD	10	85	RAxML-ng	0
hard	0.5X	AB|CD	10	86	RAxML-ng	0
hard	0.5X	AB|CD	10	87	RAxML-ng	0
hard	0.5X	AB|CD	10	88	RAxML-ng	0
hard	0.5X	AB|CD	10	89	RAxML-ng	0
hard	0.5X	AB|CD	10	90	RAxML-ng	0
hard	0.5X	AB|CD	10	91	RAxML-ng	0
hard	0.5X	AB|CD	10	92	RAxML-ng	0
hard	0.5X	AB|CD	10	93	RAxML-ng	0
hard	0.5X	AB|CD	10	94	RAxML-ng	0
hard	0.5X	AB|CD	10	95	RAxML-ng	0
hard	0.5X	AB|CD	10	96	RAxML-ng	0
hard	0.5X	AB|CD	10	97	RAxML-ng	0
hard	0.5X	AB|CD	10	98	RAxML-ng	0
hard	0.5X	AB|CD	10	99	RAxML-ng	0
hard	0.5X	AB|CD	10	100	RAxML-ng	0
hard	0.5X	AB|CD	20	1	RAxML-ng	0
hard	0.5X	AB|CD	20	2	RAxML-ng	0
hard	0.5X	AB|CD	20	3	RAxML-ng	0
hard	0.5X	AB|CD	20	4	RAxML-ng	0
hard	0.5X	AB|CD	20	5	RAxML-ng	0
hard	0.5X	AB|CD	20	6	RAxML-ng	0
hard	0.5X	AB|CD	20	7	RAxML-ng	0
hard	0.5X	AB|CD	20	8	RAxML-ng	0
hard	0.5X	AB|CD	20	9	RAxML-ng	0
hard	0.5X	AB|CD	20	10	RAxML-ng	0
hard	0.5X	AB|CD	20	11	RAxML-ng	0
hard	0.5X	AB|CD	20	12	RAxML-ng	0
hard	0.5X	AB|CD	20	13	RAxML-ng	0
hard	0.5X	AB|CD	20	14	RAxML-ng	0
hard	0.5X	AB|CD	20	15	RAxML-ng	0
hard	0.5X	AB|CD	20	16	RAxML-ng	0
hard	0.5X	AB|CD	20	17	RAxML-ng	0
hard	0.5X	AB|CD	20	18	RAxML-ng	0
hard	0.5X	AB|CD	20	19	RAxML-ng	0
hard	0.5X	AB|CD	20	20	RAxML-ng	0
hard	0.5X	AB|CD	20	21	RAxML-ng	0
hard	0.5X	AB|CD	20	22	RAxML-ng	0
hard	0.5X	AB|CD	20	23	RAxML-ng	0
hard	0.5X	AB|CD	20	24	RAxML-ng	0
hard	0.5X	AB|CD	20	25	RAxML-ng	0
hard	0.5X	AB|CD	20	26	RAxML-ng	0
hard	0.5X	AB|CD	20	27	RAxML-ng	0
hard	0.5X	AB|CD	20	28	RAxML-ng	0
hard	0.5X	AB|CD	20	29	RAxML-ng	0
hard	0.5X	AB|CD	20	30	RAxML-ng	0
hard	0.5X	AB|CD	20	31	RAxML-ng	0
hard	0.5X	AB|CD	20	32	RAxML-ng	0
hard	0.5X	AB|CD	20	33	RAxML-ng	0
hard	0.5X	AB|CD	20	34	RAxML-ng	0
hard	0.5X	AB|CD	20	35	RAxML-ng	0
hard	0.5X	AB|CD	20	36	RAxML-ng	0
hard	0.5X	AB|CD	20	37	RAxML-ng	0
hard	0.5X	AB|CD	20	38	RAxML-ng	0
hard	0.5X	AB|CD	20	39	RAxML-ng	0
hard	0.5X	AB|CD	20	40	RAxML-ng	0
hard	0.5X	AB|CD	20	41	RAxML-ng	0
hard	0.5X	AB|CD	20	42	RAxML-ng	0
hard	0.5X	AB|CD	20	43	RAxML-ng	0
hard	0.5X	AB|CD	20	44	RAxML-ng	0
hard	0.5X	AB|CD	20	45	RAxML-ng	0
hard	0.5X	AB|CD	20	46	RAxML-ng	0
hard	0.5X	AB|CD	20	47	RAxML-ng	0
hard	0.5X	AB|CD	20	48	RAxML-ng	0
hard	0.5X	AB|CD	20	49	RAxML-ng	0
hard	0.5X	AB|CD	20	50	RAxML-ng	0
hard	0.5X	AB|CD	20	51	RAxML-ng	0
hard	0.5X	AB|CD	20	52	RAxML-ng	0
hard	0.5X	AB|CD	20	53	RAxML-ng	0
hard	0.5X	AB|CD	20	54	RAxML-ng	0
hard	0.5X	AB|CD	20	55	RAxML-ng	0
hard	0.5X	AB|CD	20	56	RAxML-ng	0
hard	0.5X	AB|CD	20	57	RAxML-ng	0
hard	0.5X	AB|CD	20	58	RAxML-ng	0
hard	0.5X	AB|CD	20	59	RAxML-ng	0
hard	0.5X	AB|CD	20	60	RAxML-ng	0
hard	0.5X	AB|CD	20	61	RAxML-ng	0
hard	0.5X	AB|CD	20	62	RAxML-ng	0
hard	0.5X	AB|CD	20	63	RAxML-ng	0
hard	0.5X	AB|CD	20	64	RAxML-ng	0
hard	0.5X	AB|CD	20	65	RAxML-ng	0
hard	0.5X	AB|CD	20	66	RAxML-ng	0
hard	0.5X	AB|CD	20	67	RAxML-ng	0
hard	0.5X	AB|CD	20	68	RAxML-ng	0
hard	0.5X	AB|CD	20	69	RAxML-ng	0
hard	0.5X	AB|CD	20	70	RAxML-ng	0
hard	0.5X	AB|CD	20	71	RAxML-ng	0
hard	0.5X	AB|CD	20	72	RAxML-ng	0
hard	0.5X	AB|CD	20	73	RAxML-ng	0
hard	0.5X	AB|CD	20	74	RAxML-ng	0
hard	0.5X	AB|CD	20	75	RAxML-ng	0
hard	0.5X	AB|CD	20	76	RAxML-ng	0
hard	0.5X	AB|CD	20	77	RAxML-ng	0
hard	0.5X	AB|CD	20	78	RAxML-ng	0
hard	0.5X	AB|CD	20	79	RAxML-ng	0
hard	0.5X	AB|CD	20	80	RAxML-ng	0
hard	0.5X	AB|CD	20	81	RAxML-ng	0
hard	0.5X	AB|CD	20	82	RAxML-ng	0
hard	0.5X	AB|CD	20	83	RAxML-ng	0
hard	0.5X	AB|CD	20	84	RAxML-ng	0
hard	0.5X	AB|CD	20	85	RAxML-ng	0
hard	0.5X	AB|CD	20	86	RAxML-ng	0
hard	0.5X	AB|CD	20	87	RAxML-ng	0
hard	0.5X	AB|CD	20	88	RAxML-ng	0
hard	0.5X	AB|CD	20	89	RAxML-ng	0
hard	0.5X	AB|CD	20	90	RAxML-ng	0
hard	0.5X	AB|CD	20	91	RAxML-ng	0
hard	0.5X	AB|CD	20	92	RAxML-ng	0
hard	0.5X	AB|CD	20	93	RAxML-ng	0
hard	0.5X	AB|CD	20	94	RAxML-ng	0
hard	0.5X	AB|CD	20	95	RAxML-ng	0
hard	0.5X	AB|CD	20	96	RAxML-ng	0
hard	0.5X	AB|CD	20	97	RAxML-ng	0
hard	0.5X	AB|CD	20	98	RAxML-ng	0
hard	0.5X	AB|CD	20	99	RAxML-ng	0
hard	0.5X	AB|CD	20	100	RAxML-ng	0
hard	0.5X	AC|BD	1	1	RAxML-ng	0
hard	0.5X	AC|BD	1	2	RAxML-ng	0
hard	0.5X	AC|BD	1	3	RAxML-ng	0
hard	0.5X	AC|BD	1	4	RAxML-ng	0
hard	0.5X	AC|BD	1	5	RAxML-ng	0
hard	0.5X	AC|BD	1	6	RAxML-ng	0
hard	0.5X	AC|BD	1	7	RAxML-ng	0
hard	0.5X	AC|BD	1	8	RAxML-ng	0
hard	0.5X	AC|BD	1	9	RAxML-ng	0
hard	0.5X	AC|BD	1	10	RAxML-ng	0
hard	0.5X	AC|BD	1	11	RAxML-ng	0
hard	0.5X	AC|BD	1	12	RAxML-ng	0
hard	0.5X	AC|BD	1	13	RAxML-ng	0
hard	0.5X	AC|BD	1	14	RAxML-ng	0
hard	0.5X	AC|BD	1	15	RAxML-ng	0
hard	0.5X	AC|BD	1	16	RAxML-ng	0
hard	0.5X	AC|BD	1	17	RAxML-ng	0
hard	0.5X	AC|BD	1	18	RAxML-ng	1
hard	0.5X	AC|BD	1	19	RAxML-ng	0
hard	0.5X	AC|BD	1	20	RAxML-ng	0
hard	0.5X	AC|BD	1	21	RAxML-ng	0
hard	0.5X	AC|BD	1	22	RAxML-ng	0
hard	0.5X	AC|BD	1	23	RAxML-ng	0
hard	0.5X	AC|BD	1	24	RAxML-ng	0
hard	0.5X	AC|BD	1	25	RAxML-ng	0
hard	0.5X	AC|BD	1	26	RAxML-ng	0
hard	0.5X	AC|BD	1	27	RAxML-ng	0
hard	0.5X	AC|BD	1	28	RAxML-ng	0
hard	0.5X	AC|BD	1	29	RAxML-ng	0
hard	0.5X	AC|BD	1	30	RAxML-ng	0
hard	0.5X	AC|BD	1	31	RAxML-ng	0
hard	0.5X	AC|BD	1	32	RAxML-ng	1
hard	0.5X	AC|BD	1	33	RAxML-ng	0
hard	0.5X	AC|BD	1	34	RAxML-ng	0
hard	0.5X	AC|BD	1	35	RAxML-ng	0
hard	0.5X	AC|BD	1	36	RAxML-ng	0
hard	0.5X	AC|BD	1	37	RAxML-ng	0
hard	0.5X	AC|BD	1	38	RAxML-ng	1
hard	0.5X	AC|BD	1	39	RAxML-ng	0
hard	0.5X	AC|BD	1	40	RAxML-ng	0
hard	0.5X	AC|BD	1	41	RAxML-ng	0
hard	0.5X	AC|BD	1	42	RAxML-ng	0
hard	0.5X	AC|BD	1	43	RAxML-ng	0
hard	0.5X	AC|BD	1	44	RAxML-ng	0
hard	0.5X	AC|BD	1	45	RAxML-ng	0
hard	0.5X	AC|BD	1	46	RAxML-ng	0
hard	0.5X	AC|BD	1	47	RAxML-ng	0
hard	0.5X	AC|BD	1	48	RAxML-ng	0
hard	0.5X	AC|BD	1	49	RAxML-ng	0
hard	0.5X	AC|BD	1	50	RAxML-ng	0
hard	0.5X	AC|BD	1	51	RAxML-ng	0
hard	0.5X	AC|BD	1	52	RAxML-ng	0
hard	0.5X	AC|BD	1	53	RAxML-ng	0
hard	0.5X	AC|BD	1	54	RAxML-ng	0
hard	0.5X	AC|BD	1	55	RAxML-ng	0
hard	0.5X	AC|BD	1	56	RAxML-ng	0
hard	0.5X	AC|BD	1	57	RAxML-ng	0
hard	0.5X	AC|BD	1	58	RAxML-ng	0
hard	0.5X	AC|BD	1	59	RAxML-ng	0
hard	0.5X	AC|BD	1	60	RAxML-ng	1
hard	0.5X	AC|BD	1	61	RAxML-ng	1
hard	0.5X	AC|BD	1	62	RAxML-ng	1
hard	0.5X	AC|BD	1	63	RAxML-ng	0
hard	0.5X	AC|BD	1	64	RAxML-ng	0
hard	0.5X	AC|BD	1	65	RAxML-ng	0
hard	0.5X	AC|BD	1	66	RAxML-ng	0
hard	0.5X	AC|BD	1	67	RAxML-ng	0
hard	0.5X	AC|BD	1	68	RAxML-ng	0
hard	0.5X	AC|BD	1	69	RAxML-ng	0
hard	0.5X	AC|BD	1	70	RAxML-ng	0
hard	0.5X	AC|BD	1	71	RAxML-ng	0
hard	0.5X	AC|BD	1	72	RAxML-ng	0
hard	0.5X	AC|BD	1	73	RAxML-ng	0
hard	0.5X	AC|BD	1	74	RAxML-ng	0
hard	0.5X	AC|BD	1	75	RAxML-ng	0
hard	0.5X	AC|BD	1	76	RAxML-ng	0
hard	0.5X	AC|BD	1	77	RAxML-ng	1
hard	0.5X	AC|BD	1	78	RAxML-ng	0
hard	0.5X	AC|BD	1	79	RAxML-ng	0
hard	0.5X	AC|BD	1	80	RAxML-ng	0
hard	0.5X	AC|BD	1	81	RAxML-ng	1
hard	0.5X	AC|BD	1	82	RAxML-ng	0
hard	0.5X	AC|BD	1	83	RAxML-ng	0
hard	0.5X	AC|BD	1	84	RAxML-ng	0
hard	0.5X	AC|BD	1	85	RAxML-ng	0
hard	0.5X	AC|BD	1	86	RAxML-ng	0
hard	0.5X	AC|BD	1	87	RAxML-ng	0
hard	0.5X	AC|BD	1	88	RAxML-ng	0
hard	0.5X	AC|BD	1	89	RAxML-ng	0
hard	0.5X	AC|BD	1	90	RAxML-ng	0
hard	0.5X	AC|BD	1	91	RAxML-ng	0
hard	0.5X	AC|BD	1	92	RAxML-ng	0
hard	0.5X	AC|BD	1	93	RAxML-ng	0
hard	0.5X	AC|BD	1	94	RAxML-ng	0
hard	0.5X	AC|BD	1	95	RAxML-ng	1
hard	0.5X	AC|BD	1	96	RAxML-ng	0
hard	0.5X	AC|BD	1	97	RAxML-ng	0
hard	0.5X	AC|BD	1	98	RAxML-ng	0
hard	0.5X	AC|BD	1	99	RAxML-ng	0
hard	0.5X	AC|BD	1	100	RAxML-ng	0
hard	0.5X	AC|BD	2	1	RAxML-ng	0
hard	0.5X	AC|BD	2	2	RAxML-ng	0
hard	0.5X	AC|BD	2	3	RAxML-ng	0
hard	0.5X	AC|BD	2	4	RAxML-ng	0
hard	0.5X	AC|BD	2	5	RAxML-ng	0
hard	0.5X	AC|BD	2	6	RAxML-ng	0
hard	0.5X	AC|BD	2	7	RAxML-ng	0
hard	0.5X	AC|BD	2	8	RAxML-ng	0
hard	0.5X	AC|BD	2	9	RAxML-ng	0
hard	0.5X	AC|BD	2	10	RAxML-ng	0
hard	0.5X	AC|BD	2	11	RAxML-ng	0
hard	0.5X	AC|BD	2	12	RAxML-ng	0
hard	0.5X	AC|BD	2	13	RAxML-ng	0
hard	0.5X	AC|BD	2	14	RAxML-ng	0
hard	0.5X	AC|BD	2	15	RAxML-ng	0
hard	0.5X	AC|BD	2	16	RAxML-ng	0
hard	0.5X	AC|BD	2	17	RAxML-ng	0
hard	0.5X	AC|BD	2	18	RAxML-ng	0
hard	0.5X	AC|BD	2	19	RAxML-ng	0
hard	0.5X	AC|BD	2	20	RAxML-ng	0
hard	0.5X	AC|BD	2	21	RAxML-ng	0
hard	0.5X	AC|BD	2	22	RAxML-ng	0
hard	0.5X	AC|BD	2	23	RAxML-ng	0
hard	0.5X	AC|BD	2	24	RAxML-ng	0
hard	0.5X	AC|BD	2	25	RAxML-ng	1
hard	0.5X	AC|BD	2	26	RAxML-ng	0
hard	0.5X	AC|BD	2	27	RAxML-ng	0
hard	0.5X	AC|BD	2	28	RAxML-ng	0
hard	0.5X	AC|BD	2	29	RAxML-ng	0
hard	0.5X	AC|BD	2	30	RAxML-ng	0
hard	0.5X	AC|BD	2	31	RAxML-ng	0
hard	0.5X	AC|BD	2	32	RAxML-ng	0
hard	0.5X	AC|BD	2	33	RAxML-ng	0
hard	0.5X	AC|BD	2	34	RAxML-ng	0
hard	0.5X	AC|BD	2	35	RAxML-ng	0
hard	0.5X	AC|BD	2	36	RAxML-ng	0
hard	0.5X	AC|BD	2	37	RAxML-ng	0
hard	0.5X	AC|BD	2	38	RAxML-ng	0
hard	0.5X	AC|BD	2	39	RAxML-ng	0
hard	0.5X	AC|BD	2	40	RAxML-ng	0
hard	0.5X	AC|BD	2	41	RAxML-ng	0
hard	0.5X	AC|BD	2	42	RAxML-ng	0
hard	0.5X	AC|BD	2	43	RAxML-ng	0
hard	0.5X	AC|BD	2	44	RAxML-ng	0
hard	0.5X	AC|BD	2	45	RAxML-ng	0
hard	0.5X	AC|BD	2	46	RAxML-ng	0
hard	0.5X	AC|BD	2	47	RAxML-ng	0
hard	0.5X	AC|BD	2	48	RAxML-ng	0
hard	0.5X	AC|BD	2	49	RAxML-ng	0
hard	0.5X	AC|BD	2	50	RAxML-ng	0
hard	0.5X	AC|BD	2	51	RAxML-ng	0
hard	0.5X	AC|BD	2	52	RAxML-ng	0
hard	0.5X	AC|BD	2	53	RAxML-ng	0
hard	0.5X	AC|BD	2	54	RAxML-ng	0
hard	0.5X	AC|BD	2	55	RAxML-ng	0
hard	0.5X	AC|BD	2	56	RAxML-ng	0
hard	0.5X	AC|BD	2	57	RAxML-ng	0
hard	0.5X	AC|BD	2	58	RAxML-ng	0
hard	0.5X	AC|BD	2	59	RAxML-ng	0
hard	0.5X	AC|BD	2	60	RAxML-ng	0
hard	0.5X	AC|BD	2	61	RAxML-ng	0
hard	0.5X	AC|BD	2	62	RAxML-ng	1
hard	0.5X	AC|BD	2	63	RAxML-ng	0
hard	0.5X	AC|BD	2	64	RAxML-ng	0
hard	0.5X	AC|BD	2	65	RAxML-ng	0
hard	0.5X	AC|BD	2	66	RAxML-ng	0
hard	0.5X	AC|BD	2	67	RAxML-ng	0
hard	0.5X	AC|BD	2	68	RAxML-ng	0
hard	0.5X	AC|BD	2	69	RAxML-ng	0
hard	0.5X	AC|BD	2	70	RAxML-ng	0
hard	0.5X	AC|BD	2	71	RAxML-ng	0
hard	0.5X	AC|BD	2	72	RAxML-ng	0
hard	0.5X	AC|BD	2	73	RAxML-ng	0
hard	0.5X	AC|BD	2	74	RAxML-ng	0
hard	0.5X	AC|BD	2	75	RAxML-ng	0
hard	0.5X	AC|BD	2	76	RAxML-ng	0
hard	0.5X	AC|BD	2	77	RAxML-ng	1
hard	0.5X	AC|BD	2	78	RAxML-ng	0
hard	0.5X	AC|BD	2	79	RAxML-ng	0
hard	0.5X	AC|BD	2	80	RAxML-ng	0
hard	0.5X	AC|BD	2	81	RAxML-ng	0
hard	0.5X	AC|BD	2	82	RAxML-ng	0
hard	0.5X	AC|BD	2	83	RAxML-ng	0
hard	0.5X	AC|BD	2	84	RAxML-ng	0
hard	0.5X	AC|BD	2	85	RAxML-ng	0
hard	0.5X	AC|BD	2	86	RAxML-ng	0
hard	0.5X	AC|BD	2	87	RAxML-ng	0
hard	0.5X	AC|BD	2	88	RAxML-ng	0
hard	0.5X	AC|BD	2	89	RAxML-ng	0
hard	0.5X	AC|BD	2	90	RAxML-ng	0
hard	0.5X	AC|BD	2	91	RAxML-ng	0
hard	0.5X	AC|BD	2	92	RAxML-ng	0
hard	0.5X	AC|BD	2	93	RAxML-ng	0
hard	0.5X	AC|BD	2	94	RAxML-ng	0
hard	0.5X	AC|BD	2	95	RAxML-ng	0
hard	0.5X	AC|BD	2	96	RAxML-ng	0
hard	0.5X	AC|BD	2	97	RAxML-ng	0
hard	0.5X	AC|BD	2	98	RAxML-ng	0
hard	0.5X	AC|BD	2	99	RAxML-ng	0
hard	0.5X	AC|BD	2	100	RAxML-ng	0
hard	0.5X	AC|BD	5	1	RAxML-ng	0
hard	0.5X	AC|BD	5	2	RAxML-ng	0
hard	0.5X	AC|BD	5	3	RAxML-ng	0
hard	0.5X	AC|BD	5	4	RAxML-ng	0
hard	0.5X	AC|BD	5	5	RAxML-ng	0
hard	0.5X	AC|BD	5	6	RAxML-ng	0
hard	0.5X	AC|BD	5	7	RAxML-ng	0
hard	0.5X	AC|BD	5	8	RAxML-ng	0
hard	0.5X	AC|BD	5	9	RAxML-ng	0
hard	0.5X	AC|BD	5	10	RAxML-ng	0
hard	0.5X	AC|BD	5	11	RAxML-ng	0
hard	0.5X	AC|BD	5	12	RAxML-ng	0
hard	0.5X	AC|BD	5	13	RAxML-ng	0
hard	0.5X	AC|BD	5	14	RAxML-ng	0
hard	0.5X	AC|BD	5	15	RAxML-ng	0
hard	0.5X	AC|BD	5	16	RAxML-ng	0
hard	0.5X	AC|BD	5	17	RAxML-ng	0
hard	0.5X	AC|BD	5	18	RAxML-ng	0
hard	0.5X	AC|BD	5	19	RAxML-ng	0
hard	0.5X	AC|BD	5	20	RAxML-ng	0
hard	0.5X	AC|BD	5	21	RAxML-ng	0
hard	0.5X	AC|BD	5	22	RAxML-ng	0
hard	0.5X	AC|BD	5	23	RAxML-ng	0
hard	0.5X	AC|BD	5	24	RAxML-ng	0
hard	0.5X	AC|BD	5	25	RAxML-ng	0
hard	0.5X	AC|BD	5	26	RAxML-ng	0
hard	0.5X	AC|BD	5	27	RAxML-ng	0
hard	0.5X	AC|BD	5	28	RAxML-ng	0
hard	0.5X	AC|BD	5	29	RAxML-ng	0
hard	0.5X	AC|BD	5	30	RAxML-ng	0
hard	0.5X	AC|BD	5	31	RAxML-ng	0
hard	0.5X	AC|BD	5	32	RAxML-ng	0
hard	0.5X	AC|BD	5	33	RAxML-ng	0
hard	0.5X	AC|BD	5	34	RAxML-ng	0
hard	0.5X	AC|BD	5	35	RAxML-ng	0
hard	0.5X	AC|BD	5	36	RAxML-ng	0
hard	0.5X	AC|BD	5	37	RAxML-ng	0
hard	0.5X	AC|BD	5	38	RAxML-ng	1
hard	0.5X	AC|BD	5	39	RAxML-ng	0
hard	0.5X	AC|BD	5	40	RAxML-ng	0
hard	0.5X	AC|BD	5	41	RAxML-ng	0
hard	0.5X	AC|BD	5	42	RAxML-ng	0
hard	0.5X	AC|BD	5	43	RAxML-ng	0
hard	0.5X	AC|BD	5	44	RAxML-ng	0
hard	0.5X	AC|BD	5	45	RAxML-ng	0
hard	0.5X	AC|BD	5	46	RAxML-ng	0
hard	0.5X	AC|BD	5	47	RAxML-ng	0
hard	0.5X	AC|BD	5	48	RAxML-ng	0
hard	0.5X	AC|BD	5	49	RAxML-ng	0
hard	0.5X	AC|BD	5	50	RAxML-ng	0
hard	0.5X	AC|BD	5	51	RAxML-ng	0
hard	0.5X	AC|BD	5	52	RAxML-ng	0
hard	0.5X	AC|BD	5	53	RAxML-ng	0
hard	0.5X	AC|BD	5	54	RAxML-ng	0
hard	0.5X	AC|BD	5	55	RAxML-ng	0
hard	0.5X	AC|BD	5	56	RAxML-ng	0
hard	0.5X	AC|BD	5	57	RAxML-ng	0
hard	0.5X	AC|BD	5	58	RAxML-ng	0
hard	0.5X	AC|BD	5	59	RAxML-ng	0
hard	0.5X	AC|BD	5	60	RAxML-ng	0
hard	0.5X	AC|BD	5	61	RAxML-ng	0
hard	0.5X	AC|BD	5	62	RAxML-ng	1
hard	0.5X	AC|BD	5	63	RAxML-ng	0
hard	0.5X	AC|BD	5	64	RAxML-ng	0
hard	0.5X	AC|BD	5	65	RAxML-ng	0
hard	0.5X	AC|BD	5	66	RAxML-ng	0
hard	0.5X	AC|BD	5	67	RAxML-ng	0
hard	0.5X	AC|BD	5	68	RAxML-ng	0
hard	0.5X	AC|BD	5	69	RAxML-ng	0
hard	0.5X	AC|BD	5	70	RAxML-ng	0
hard	0.5X	AC|BD	5	71	RAxML-ng	0
hard	0.5X	AC|BD	5	72	RAxML-ng	0
hard	0.5X	AC|BD	5	73	RAxML-ng	0
hard	0.5X	AC|BD	5	74	RAxML-ng	0
hard	0.5X	AC|BD	5	75	RAxML-ng	0
hard	0.5X	AC|BD	5	76	RAxML-ng	0
hard	0.5X	AC|BD	5	77	RAxML-ng	0
hard	0.5X	AC|BD	5	78	RAxML-ng	0
hard	0.5X	AC|BD	5	79	RAxML-ng	0
hard	0.5X	AC|BD	5	80	RAxML-ng	0
hard	0.5X	AC|BD	5	81	RAxML-ng	0
hard	0.5X	AC|BD	5	82	RAxML-ng	0
hard	0.5X	AC|BD	5	83	RAxML-ng	0
hard	0.5X	AC|BD	5	84	RAxML-ng	0
hard	0.5X	AC|BD	5	85	RAxML-ng	0
hard	0.5X	AC|BD	5	86	RAxML-ng	0
hard	0.5X	AC|BD	5	87	RAxML-ng	0
hard	0.5X	AC|BD	5	88	RAxML-ng	0
hard	0.5X	AC|BD	5	89	RAxML-ng	0
hard	0.5X	AC|BD	5	90	RAxML-ng	0
hard	0.5X	AC|BD	5	91	RAxML-ng	0
hard	0.5X	AC|BD	5	92	RAxML-ng	0
hard	0.5X	AC|BD	5	93	RAxML-ng	0
hard	0.5X	AC|BD	5	94	RAxML-ng	0
hard	0.5X	AC|BD	5	95	RAxML-ng	0
hard	0.5X	AC|BD	5	96	RAxML-ng	0
hard	0.5X	AC|BD	5	97	RAxML-ng	0
hard	0.5X	AC|BD	5	98	RAxML-ng	0
hard	0.5X	AC|BD	5	99	RAxML-ng	0
hard	0.5X	AC|BD	5	100	RAxML-ng	0
hard	0.5X	AC|BD	10	1	RAxML-ng	0
hard	0.5X	AC|BD	10	2	RAxML-ng	0
hard	0.5X	AC|BD	10	3	RAxML-ng	0
hard	0.5X	AC|BD	10	4	RAxML-ng	0
hard	0.5X	AC|BD	10	5	RAxML-ng	0
hard	0.5X	AC|BD	10	6	RAxML-ng	0
hard	0.5X	AC|BD	10	7	RAxML-ng	0
hard	0.5X	AC|BD	10	8	RAxML-ng	0
hard	0.5X	AC|BD	10	9	RAxML-ng	0
hard	0.5X	AC|BD	10	10	RAxML-ng	0
hard	0.5X	AC|BD	10	11	RAxML-ng	0
hard	0.5X	AC|BD	10	12	RAxML-ng	0
hard	0.5X	AC|BD	10	13	RAxML-ng	0
hard	0.5X	AC|BD	10	14	RAxML-ng	0
hard	0.5X	AC|BD	10	15	RAxML-ng	0
hard	0.5X	AC|BD	10	16	RAxML-ng	0
hard	0.5X	AC|BD	10	17	RAxML-ng	0
hard	0.5X	AC|BD	10	18	RAxML-ng	0
hard	0.5X	AC|BD	10	19	RAxML-ng	0
hard	0.5X	AC|BD	10	20	RAxML-ng	0
hard	0.5X	AC|BD	10	21	RAxML-ng	0
hard	0.5X	AC|BD	10	22	RAxML-ng	0
hard	0.5X	AC|BD	10	23	RAxML-ng	0
hard	0.5X	AC|BD	10	24	RAxML-ng	0
hard	0.5X	AC|BD	10	25	RAxML-ng	0
hard	0.5X	AC|BD	10	26	RAxML-ng	0
hard	0.5X	AC|BD	10	27	RAxML-ng	0
hard	0.5X	AC|BD	10	28	RAxML-ng	0
hard	0.5X	AC|BD	10	29	RAxML-ng	0
hard	0.5X	AC|BD	10	30	RAxML-ng	0
hard	0.5X	AC|BD	10	31	RAxML-ng	0
hard	0.5X	AC|BD	10	32	RAxML-ng	0
hard	0.5X	AC|BD	10	33	RAxML-ng	0
hard	0.5X	AC|BD	10	34	RAxML-ng	0
hard	0.5X	AC|BD	10	35	RAxML-ng	0
hard	0.5X	AC|BD	10	36	RAxML-ng	0
hard	0.5X	AC|BD	10	37	RAxML-ng	0
